title,date_index0,date_index1,date_index10,date_index11,date_index12,date_index13,date_index14,date_index15,date_index16,date_index17,date_index18,date_index19,date_index2,date_index20,date_index21,date_index22,date_index23,date_index24,date_index25,date_index26,date_index27,date_index28,date_index29,date_index3,date_index30,date_index31,date_index32,date_index33,date_index34,date_index35,date_index36,date_index37,date_index4,date_index5,date_index6,date_index7,date_index8,date_index9
Mean Girls,21,33,61,32,21,29,33,60,64,24,21,17,25,17,24,39,32,23,18,14,16,21,38,16,32,21,17,16,14,15,22,27,27,23,26,60,97,100
Birdman or (The Unexpected Virtue of Ignorance),40,68,47,61,39,38,20,66,22,56,18,47,33,39,40,88,43,0,18,56,0,29,22,38,55,38,28,28,57,30,46,22,47,94,38,49,100,77
Blue Jasmine,47,55,54,48,43,51,56,86,100,77,48,34,56,39,43,69,59,34,31,34,36,46,67,38,59,34,34,32,35,45,56,59,35,40,47,73,85,78
United 93,20,22,69,41,29,23,26,35,30,18,11,13,19,15,15,28,26,13,11,10,14,17,18,18,15,10,9,8,8,11,18,9,27,42,39,80,100,98
Soul Surfer,34,35,44,28,28,27,42,60,51,28,23,27,34,32,42,52,40,29,23,17,18,25,43,36,36,22,14,12,14,17,26,22,31,39,44,85,100,89
Observe and Report,10,11,55,37,33,27,32,38,43,27,23,11,15,15,17,27,20,11,14,8,9,9,15,19,16,10,7,5,5,9,9,7,19,23,26,94,100,77
Love Happens,26,18,52,38,34,38,47,72,51,29,26,26,22,28,43,64,51,30,22,32,26,35,52,19,43,25,21,19,21,27,34,37,25,47,66,100,98,84
127 Hours,36,51,68,46,47,51,57,78,78,60,50,51,55,55,57,75,74,47,40,49,54,66,96,38,82,54,48,47,64,67,87,100,70,78,67,84,96,93
Love the Coopers,5,6,35,29,24,25,43,66,56,29,24,29,6,30,53,58,40,16,15,16,15,22,42,8,33,15,13,13,16,27,37,29,13,18,32,66,100,71
Catch That Kid,4,13,39,32,8,4,22,40,32,33,4,8,7,8,17,13,6,4,12,8,4,39,19,8,0,0,4,0,0,0,8,0,12,8,4,48,100,57
Steve Jobs,66,71,66,51,47,44,47,55,75,49,47,42,71,38,44,68,58,59,61,75,70,100,98,57,83,54,65,66,54,49,55,56,51,53,62,84,100,87
"I Love You, Beth Cooper",17,17,50,46,43,16,46,43,64,39,39,62,44,24,34,16,22,11,19,16,23,13,11,53,42,8,8,8,20,13,27,5,41,31,28,100,59,74
Youth in Revolt,22,21,52,44,38,30,34,38,42,33,17,16,28,15,21,24,24,15,16,10,12,15,12,26,18,13,8,8,8,16,22,20,27,33,45,85,100,85
Getaway,35,37,65,45,37,46,46,56,53,36,36,39,38,41,40,49,45,36,38,37,37,38,43,39,46,42,39,36,35,37,45,44,54,57,67,98,100,86
And So It Goes,9,9,48,42,33,34,55,77,63,35,33,28,12,27,38,46,35,22,23,17,14,18,21,7,18,9,8,10,10,9,13,10,11,12,20,68,100,79
Being Julia,21,20,56,18,49,19,100,39,59,36,30,37,29,26,13,0,37,12,18,18,12,13,0,6,18,24,6,6,25,20,67,29,38,38,56,27,49,47
The Last Station,20,27,26,23,24,34,32,50,64,100,30,19,38,20,23,27,29,18,10,11,12,14,22,23,18,10,9,12,10,13,16,18,20,20,24,32,40,39
Labor Day,34,38,43,43,39,39,49,69,67,44,38,39,34,32,43,54,45,36,32,32,32,31,32,46,33,29,33,26,30,33,33,29,52,53,65,85,100,67
RocknRolla,25,44,76,42,46,38,56,78,68,56,41,37,40,37,31,42,46,37,24,31,25,35,39,44,39,30,22,24,29,28,47,32,53,39,53,100,90,98
Mao's Last Dancer,43,0,20,100,0,0,21,26,0,21,21,0,100,61,0,25,25,58,39,0,0,63,0,39,24,19,0,20,20,0,0,0,20,40,20,0,26,25
Midnight Special,38,46,85,40,32,31,33,29,49,42,24,23,59,17,16,20,33,33,17,11,16,16,15,53,22,24,16,11,9,12,12,15,29,29,25,55,100,96
The Railway Man,55,81,58,42,42,33,58,78,68,33,28,44,69,24,40,34,35,24,19,36,14,27,26,35,59,12,14,24,31,40,45,52,51,27,43,41,100,98
The White Ribbon,13,35,100,44,24,34,40,39,63,22,16,20,45,17,28,45,30,24,18,6,32,17,29,26,39,16,12,14,16,20,31,26,24,32,32,58,57,77
Metallica Through the Never,100,82,58,56,62,55,66,76,62,48,40,36,83,38,42,37,30,31,20,21,26,33,35,70,34,28,25,24,23,27,26,20,54,59,65,92,94,84
The Informers,44,36,57,40,55,63,55,100,49,13,33,20,28,21,14,7,32,20,20,22,15,27,10,26,26,12,15,5,8,8,10,7,39,46,39,87,97,86
I Come with the Rain,17,82,0,16,32,32,67,41,100,64,16,32,42,16,17,61,20,16,47,32,48,50,60,16,78,31,32,32,16,17,0,79,49,17,35,0,43,45
I Am Wrath,1,1,35,20,35,34,32,35,38,22,18,16,1,21,21,25,31,12,8,15,27,31,32,1,32,25,16,14,12,18,27,28,1,1,1,49,100,68
Renaissance,88,75,57,69,78,77,100,76,76,57,58,76,75,77,76,70,64,59,65,79,67,73,70,48,64,45,49,67,78,73,63,62,64,76,68,77,68,67
Forsaken,28,25,62,46,48,50,42,56,66,39,33,34,27,43,36,43,51,33,29,27,30,32,39,24,38,29,27,32,31,26,34,45,24,25,39,43,65,100
Red Lights,78,79,82,64,67,75,75,72,96,65,65,59,96,66,62,62,85,63,65,80,58,73,67,73,72,72,82,72,58,82,89,88,75,59,70,82,100,86
Superbad,20,18,82,66,50,47,50,58,55,50,34,31,19,28,38,41,38,29,29,21,21,25,35,18,33,20,20,18,18,22,29,29,23,21,36,62,100,100
Madea Goes to Jail,11,14,49,44,32,28,31,55,45,33,17,15,14,16,16,33,31,18,11,9,11,13,19,13,20,12,7,10,11,10,14,16,16,23,21,74,90,100
Wolves,96,80,70,77,63,65,72,92,72,65,79,67,73,65,66,86,69,65,65,62,60,78,87,67,76,78,66,64,63,65,85,75,68,58,62,79,100,84
Step Up 2: The Streets,20,7,91,80,55,42,53,54,79,67,36,38,30,34,39,34,65,61,30,24,39,41,57,35,97,100,56,41,49,35,45,67,22,20,29,33,58,97
Hotel Rwanda,56,70,66,29,42,25,60,87,67,43,39,44,62,42,56,59,62,48,56,52,67,67,90,47,57,100,39,37,42,43,93,86,55,41,48,39,74,73
Hitman,24,27,100,81,61,52,51,51,62,89,89,54,29,47,48,50,61,78,84,47,44,43,52,38,52,78,74,47,42,42,41,45,41,33,39,50,80,74
Black Nativity,19,23,100,59,37,28,30,26,46,52,43,25,26,21,16,22,23,34,28,16,17,12,17,23,17,27,24,19,27,26,17,18,20,31,38,48,54,85
The Prince,36,44,66,57,53,53,56,57,55,48,46,41,43,42,43,51,53,46,43,41,43,52,53,39,54,44,45,43,41,43,51,49,37,34,37,65,100,88
City of Ghosts,64,52,70,34,18,23,36,41,58,46,50,40,43,13,16,39,42,17,24,27,9,16,23,32,26,14,23,13,14,12,15,13,30,40,49,73,100,52
Let's Be Cops,12,11,100,96,62,43,41,32,37,52,58,37,12,32,36,26,32,44,48,38,21,20,17,19,21,45,36,17,14,15,16,18,19,16,29,76,98,84
Sideways,34,43,47,69,65,48,57,77,75,66,48,35,45,45,65,86,100,55,54,46,52,54,81,83,80,61,41,46,40,50,77,83,41,24,23,45,56,58
Beerfest,21,25,50,40,29,33,35,41,32,26,31,20,15,23,23,36,29,18,9,15,11,10,18,18,22,9,9,5,12,9,10,13,17,26,33,90,100,65
Hero,45,48,64,54,47,49,46,75,66,48,44,39,53,36,46,58,61,42,36,34,34,42,54,42,52,37,37,33,34,48,60,52,43,46,43,82,100,88
The Best Man Holiday,11,10,69,40,26,27,27,48,43,25,21,19,10,24,28,37,33,20,18,15,14,17,24,11,20,12,10,9,8,10,17,15,13,18,20,55,93,100
Smokin' Aces,34,24,45,42,37,37,34,47,47,30,24,23,37,21,25,37,46,13,14,24,25,26,52,36,31,23,21,16,18,21,14,28,33,33,42,73,100,86
Saw 3D: The Final Chapter,0,0,0,25,0,25,55,66,0,25,25,26,0,26,27,0,32,0,50,25,26,54,96,0,0,0,50,51,0,0,0,31,0,26,26,83,100,67
TRON: Legacy,23,26,67,57,57,52,55,54,58,50,45,50,27,49,43,51,52,37,32,29,27,29,33,24,34,24,19,19,17,20,26,25,26,29,37,69,100,91
Beastly,38,38,54,41,35,33,42,57,50,31,30,31,34,30,36,47,50,30,26,25,24,29,44,35,45,27,26,24,23,29,39,35,41,44,45,78,99,100
The Hills Have Eyes,32,42,65,34,39,34,37,41,51,41,31,33,42,39,43,53,55,32,28,26,25,21,29,23,30,18,15,15,14,12,21,16,32,37,84,97,96,100
"McFarland, USA",1,0,26,29,19,18,39,77,56,15,16,13,0,18,29,62,44,12,15,17,17,23,45,2,28,12,12,17,14,18,34,19,2,4,21,67,100,72
Lottery Ticket,20,30,56,52,45,43,39,67,57,36,28,21,28,22,27,33,39,25,20,23,15,13,29,26,25,16,17,13,13,14,27,24,32,20,37,64,100,80
ATL,49,35,66,62,56,42,74,58,62,52,42,46,32,47,44,37,39,44,32,28,42,38,36,47,31,24,43,35,32,30,30,23,62,51,51,72,100,88
Pitch Perfect,51,71,61,44,41,38,46,67,64,38,28,31,64,30,37,49,47,31,27,27,27,30,39,40,38,24,20,20,18,25,38,38,37,37,40,70,100,93
Larry the Cable Guy: Health Inspector,51,23,15,0,15,24,17,35,12,39,15,8,34,8,0,12,0,16,0,0,0,10,13,23,13,0,8,0,16,8,0,0,15,31,55,100,81,34
Brooklyn's Finest,9,8,78,100,63,49,55,54,72,35,33,20,12,19,20,31,30,26,17,13,12,18,30,14,16,18,10,19,15,23,17,17,15,19,25,43,77,54
My Life in Ruins,16,23,68,42,43,50,49,59,61,52,36,27,16,38,33,43,31,21,16,27,15,28,28,26,14,19,14,16,13,21,20,21,33,48,40,91,97,100
American Dreamz,20,22,35,28,28,25,34,30,30,30,21,11,14,10,12,27,18,8,4,7,10,12,15,23,11,12,12,5,8,8,5,9,23,29,50,64,100,86
How She Move,14,18,32,39,34,24,24,38,46,22,13,16,6,22,13,32,11,5,7,6,2,5,13,16,18,9,6,7,7,5,3,9,25,16,26,72,100,68
Running Scared,23,22,44,21,28,15,30,52,42,23,22,15,15,15,12,15,16,8,12,10,3,10,12,16,11,4,4,2,6,1,7,5,32,31,62,85,100,68
Bobby Jones: Stroke of Genius,40,41,26,0,25,25,0,0,39,0,0,0,40,48,53,0,0,0,0,24,0,27,100,24,0,0,23,36,25,54,0,0,24,24,38,41,0,0
The Illusionist,31,64,58,42,26,20,45,59,65,24,23,12,53,16,42,48,40,20,15,12,32,48,51,28,55,32,14,15,14,38,49,41,18,25,39,46,84,100
Escobar: Paradise Lost,35,57,50,39,48,40,48,53,56,33,41,37,76,45,48,72,55,50,44,40,42,44,62,50,54,43,33,42,30,29,55,45,48,58,49,89,73,100
Southland Tales,46,55,30,34,34,42,31,35,8,9,16,23,33,17,19,29,20,19,21,41,18,23,23,49,33,5,10,27,45,37,42,21,18,53,35,73,100,49
Dragon Hunters,0,0,28,9,0,7,14,7,30,57,100,20,9,14,7,7,44,38,56,7,20,7,14,20,15,39,9,20,13,7,14,30,10,0,0,21,7,7
The Apparition,7,11,37,27,20,22,17,37,30,18,17,9,7,10,20,17,19,12,10,8,12,7,12,28,14,8,5,8,7,6,10,9,44,47,49,100,87,62
Fur: An Imaginary Portrait of Diane Arbus,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Illusionist,31,64,58,42,26,20,45,59,65,24,23,12,53,16,42,48,40,20,15,12,32,48,51,28,55,32,14,15,14,38,49,41,18,25,39,46,84,100
Becoming Jane,100,72,45,44,32,42,49,71,73,40,28,30,57,30,32,46,41,25,22,21,20,35,47,42,23,40,22,23,16,22,46,39,43,52,54,78,92,71
Sydney White,18,25,38,30,30,23,36,53,54,18,22,22,30,20,23,30,32,27,16,14,14,20,17,17,15,11,13,13,14,13,16,17,21,24,31,72,100,71
House of Sand and Fog,79,70,34,40,34,34,51,32,32,48,47,20,68,21,67,33,21,13,46,33,34,58,64,100,21,39,25,20,0,14,40,26,9,14,21,22,55,86
The Artist,34,37,31,60,43,36,40,49,49,36,31,27,40,27,30,38,40,26,26,26,24,27,34,100,40,44,29,27,27,30,39,40,47,36,38,39,44,42
The Unborn,24,30,40,30,32,37,37,44,39,26,22,17,32,15,20,22,23,16,12,11,12,13,16,32,16,10,8,7,9,9,11,11,30,35,50,80,100,70
Moonrise Kingdom,65,76,56,51,64,55,76,83,78,45,37,35,77,37,46,67,64,38,34,32,28,30,35,55,38,24,24,23,19,21,32,40,57,52,51,83,100,90
The Texas Chainsaw Massacre: The Beginning,41,48,66,32,39,41,55,72,59,38,25,27,37,25,19,37,35,27,14,20,11,20,20,42,31,24,23,12,11,7,26,34,51,56,62,99,97,100
The Young Messiah,10,6,33,32,23,19,38,44,44,20,21,19,7,16,16,21,18,10,8,7,7,6,8,11,8,4,2,2,3,4,3,4,12,12,27,69,100,74
Pan's Labyrinth,44,75,34,47,34,37,51,70,66,44,22,31,51,40,51,100,66,39,44,34,22,46,71,34,58,42,30,29,43,47,62,67,46,39,36,53,72,59
The Roommate,26,23,56,38,32,34,38,51,41,22,23,22,22,20,23,36,34,19,16,15,13,16,22,19,20,13,10,10,10,11,14,18,28,32,35,72,100,84
Hot Fuzz,20,31,47,28,32,30,40,44,70,39,46,31,18,19,31,46,41,33,24,20,17,26,32,18,38,24,18,20,20,20,32,30,25,27,25,61,100,71
The Women,64,64,73,76,74,77,67,74,75,69,72,62,70,63,56,56,79,68,59,69,70,64,63,61,62,65,66,59,70,66,59,60,71,71,75,100,90,93
Vicky Cristina Barcelona,38,20,49,50,27,43,55,53,73,30,32,42,30,41,38,46,54,43,46,38,28,31,51,42,68,37,24,33,30,51,40,43,37,33,55,93,100,91
Arn: The Knight Templar,0,0,0,0,0,0,0,0,0,0,77,0,0,0,56,56,57,0,0,0,0,0,55,0,0,0,0,0,0,54,0,0,0,0,0,100,0,69
Bad Moms,14,17,54,55,53,45,47,69,61,42,43,44,17,39,49,63,61,38,34,32,31,39,55,17,44,26,27,28,31,38,54,46,19,26,39,72,100,91
Jennifer's Body,23,39,56,53,44,51,47,52,61,37,30,28,31,26,25,36,39,27,18,14,19,18,23,22,17,23,18,11,13,18,17,16,25,28,40,77,100,92
Left Behind,22,21,48,35,34,36,48,63,54,36,30,27,27,29,35,43,38,24,23,24,55,54,61,25,53,32,30,26,24,23,29,29,30,37,51,89,100,77
Remember Me,54,42,85,87,81,92,79,77,81,100,95,78,54,90,76,66,84,84,95,86,79,72,70,58,75,82,80,64,64,65,75,67,59,46,50,43,55,53
Philadelphia,89,93,70,86,89,86,95,90,81,79,100,94,77,87,89,90,76,71,84,82,75,73,86,73,78,64,80,84,79,87,80,71,98,94,88,98,93,73
The Cookout,13,20,39,46,23,12,100,37,36,22,11,23,19,12,0,0,36,0,22,0,23,0,0,12,18,0,11,0,0,0,0,0,12,12,12,26,100,79
Things We Lost in the Fire,25,26,68,43,58,75,33,63,29,34,32,27,12,10,17,49,20,17,19,10,15,7,15,20,17,13,6,8,4,11,9,14,39,35,46,100,87,81
The Immigrant,32,34,50,45,36,35,41,44,46,27,24,21,32,26,26,26,34,24,20,22,20,19,26,22,22,21,17,21,22,20,26,26,19,45,100,96,100,84
The White Countess,0,24,16,32,17,42,36,25,99,25,17,85,72,28,22,27,27,19,16,33,0,0,50,16,24,32,32,16,17,0,0,62,32,33,42,54,100,37
Trance,45,45,78,81,62,59,62,70,82,100,87,63,55,61,61,60,68,80,70,53,51,48,51,57,53,63,58,43,43,42,47,49,69,53,51,58,63,68
Soul Plane,59,29,54,64,39,48,34,36,36,26,21,27,35,23,39,22,50,18,22,13,31,10,7,34,15,9,9,31,0,15,15,0,38,56,54,59,93,100
Good,100,57,50,53,52,51,49,52,53,47,48,53,54,52,57,50,53,51,52,51,51,50,54,56,54,50,51,50,49,51,51,53,51,50,50,49,51,52
Enter the Void,17,22,78,93,69,60,39,38,41,42,41,38,34,36,34,20,37,30,33,22,21,19,7,23,29,7,26,31,33,22,50,21,29,67,38,100,61,93
Vamps,85,100,59,51,44,41,39,54,62,53,42,53,90,47,58,64,57,44,42,40,39,44,51,66,56,32,38,34,35,40,50,70,64,60,57,45,66,57
Hachi: A Dog's Tale,0,41,31,0,16,48,34,61,0,0,31,0,20,16,0,0,21,31,16,33,0,0,0,0,0,0,0,0,0,17,21,20,31,16,32,17,100,39
The Homesman,8,7,40,45,23,49,39,31,33,33,18,19,16,18,29,11,34,21,20,16,14,18,12,32,7,21,18,7,6,14,14,19,27,12,21,100,77,62
Slow Burn,18,43,56,52,42,34,31,37,11,15,9,26,48,26,23,14,6,21,15,45,16,12,23,50,15,11,14,11,9,10,21,13,45,39,39,89,100,50
Slither,54,47,52,29,29,21,30,48,30,29,19,24,38,20,28,28,22,22,18,13,19,19,29,43,21,18,16,25,15,27,43,27,50,30,53,100,91,73
The King's Speech,35,30,54,50,51,64,92,66,58,43,44,52,19,68,97,91,50,33,35,36,52,84,90,28,100,59,59,47,52,88,78,37,26,30,42,58,67,54
The Yellow Handkerchief,47,18,22,22,28,29,6,39,38,22,28,22,15,33,17,30,30,37,11,68,78,46,12,15,37,36,0,11,29,29,6,100,0,28,0,0,25,23
Tidal Wave,78,33,100,38,48,37,38,22,17,38,30,65,64,48,28,17,0,38,15,22,54,44,17,7,30,15,23,27,27,38,33,23,30,27,26,16,55,23
The Imitation Game,11,17,47,39,38,41,68,63,72,61,39,36,19,45,50,60,89,88,64,46,43,73,73,20,100,91,55,44,43,43,58,87,16,19,25,49,51,53
Diary of a Wimpy Kid,23,36,43,34,34,31,45,56,57,39,29,28,30,29,28,38,30,27,20,16,22,26,36,30,24,16,15,16,17,19,30,26,30,31,45,66,100,78
Mama,53,56,59,59,64,63,55,56,59,61,63,64,52,61,57,60,58,57,64,72,68,59,60,54,63,76,91,100,88,68,72,74,58,66,65,53,54,52
Bad Grandpa,15,20,63,43,39,31,42,69,61,33,24,22,19,23,29,42,39,25,16,16,18,23,35,17,32,17,14,15,12,16,23,21,24,32,42,79,100,92
Why Did I Get Married?,7,0,100,40,13,14,36,38,37,19,13,7,9,13,35,18,35,6,13,41,7,14,0,13,27,0,19,0,0,0,9,17,34,34,28,53,78,66
The Woman in Black,25,27,44,33,32,27,47,64,58,34,30,39,28,41,42,58,55,53,43,40,35,38,52,26,47,27,29,24,28,30,43,39,27,28,40,71,100,80
When a Stranger Calls,21,26,40,25,20,20,28,40,28,14,13,8,20,10,16,23,21,13,9,6,7,5,13,20,12,3,5,4,5,6,8,10,19,20,34,79,100,63
Snitch,20,19,44,42,39,35,56,99,84,47,36,37,24,38,49,71,64,40,35,33,35,41,55,26,49,33,28,31,26,32,40,36,29,31,39,70,100,95
Krampus,20,26,49,38,33,32,36,53,48,30,25,24,24,22,27,34,32,26,28,28,34,48,35,30,28,19,16,15,13,14,14,11,32,36,45,75,100,84
End of Watch,14,13,68,46,42,39,51,74,64,44,27,25,22,25,35,50,47,28,29,19,19,20,34,15,29,17,15,13,16,19,25,23,23,21,25,66,98,100
Aloha,48,51,68,60,65,65,64,71,71,53,51,51,50,49,53,60,56,47,46,47,44,46,50,49,50,43,43,43,42,45,53,52,47,50,61,85,100,90
The Theory of Everything,32,42,94,77,41,37,42,38,46,73,59,41,53,40,44,61,85,81,70,45,41,42,42,89,53,69,59,43,56,55,73,78,100,68,67,65,76,93
Halloween II,17,13,68,38,45,31,41,29,39,39,21,11,14,14,12,12,23,10,10,9,9,13,26,26,10,15,5,9,9,11,22,13,40,21,53,96,73,100
Wild,71,72,72,72,69,72,78,86,90,77,77,86,81,95,84,100,94,66,65,65,67,72,81,60,82,66,65,67,75,74,87,89,65,64,67,69,78,83
The Last House on the Left,23,23,52,41,22,30,31,37,36,23,25,17,26,16,17,26,23,11,14,9,11,14,14,30,15,11,9,11,7,9,9,8,27,32,41,84,100,81
The Wedding Date,15,16,39,14,18,18,23,43,39,22,20,10,29,15,20,16,26,17,14,13,13,5,21,19,6,21,8,13,7,13,13,15,27,33,31,43,86,100
Clash of the Titans,18,27,66,43,37,35,38,47,47,30,25,26,25,24,28,37,35,20,17,15,16,18,24,24,23,14,12,11,11,12,18,19,28,32,52,100,99,81
The Great Debaters,12,16,58,65,61,52,50,40,47,36,45,43,22,41,22,22,15,26,24,28,20,11,11,21,14,19,28,31,27,19,13,11,25,22,44,100,77,75
Drive,87,92,92,86,86,88,91,97,92,98,92,91,83,89,95,99,95,91,85,88,82,91,93,84,94,89,90,93,88,89,92,89,83,84,87,94,100,91
Confessions of a Teenage Drama Queen,7,26,18,32,18,20,19,39,100,20,26,28,15,12,10,33,72,0,0,8,0,3,14,21,20,9,11,13,11,5,14,17,38,20,11,44,65,91
28 Weeks Later,18,23,54,43,38,36,42,54,50,35,25,19,27,16,21,31,32,21,18,17,15,17,21,23,21,12,9,11,12,13,16,15,27,31,39,66,100,83
When the Game Stands Tall,15,15,31,27,26,24,43,69,77,60,25,16,17,16,34,59,39,16,16,14,15,26,45,14,27,14,14,11,12,16,27,21,21,21,33,66,100,80
Because of Winn-Dixie,9,27,26,16,42,42,9,0,48,33,8,17,13,18,9,39,0,32,0,17,8,9,0,17,25,8,0,33,25,18,39,0,17,35,85,100,67,52
All About Steve,21,19,82,38,23,25,41,54,48,17,17,17,22,16,28,46,33,13,14,11,11,25,44,16,22,12,13,12,12,15,23,21,17,20,34,83,100,88
Match Point,76,100,64,46,42,39,48,84,73,59,37,35,86,36,45,64,51,32,37,29,28,27,53,75,39,35,29,26,26,27,43,47,73,61,64,70,98,91
Ramona and Beezus,20,31,56,37,44,38,47,45,47,32,26,28,28,23,24,35,29,25,22,25,22,28,28,25,25,17,18,14,19,18,25,20,37,40,40,89,100,72
The Hills Have Eyes II,15,61,0,14,14,14,62,41,21,29,29,15,0,31,0,66,0,16,0,42,0,0,0,28,20,0,14,14,14,0,20,0,29,0,14,0,100,40
Keanu,20,22,41,30,27,25,33,49,52,30,24,20,23,21,28,40,36,19,19,17,16,15,25,20,21,14,12,12,13,14,28,28,22,26,39,81,100,81
Country Strong,18,19,63,39,36,28,38,45,54,42,31,23,22,18,22,32,30,19,19,18,17,18,24,27,20,17,13,14,14,14,18,19,30,28,39,67,100,88
The Place Beyond the Pines,69,88,39,37,29,35,39,49,51,31,26,30,76,22,30,82,100,68,53,51,51,49,61,50,59,37,31,26,24,33,41,41,36,42,49,64,80,76
The November Man,14,14,99,100,69,33,28,28,51,90,81,38,12,37,32,34,50,84,54,26,26,25,20,11,23,37,52,49,31,37,33,30,12,12,16,35,46,74
The Hurt Locker,83,83,62,48,47,41,56,68,69,45,41,38,88,43,49,52,66,44,29,31,26,38,35,55,39,26,24,32,33,47,57,47,59,64,49,81,100,87
Killing Them Softly,14,15,43,29,26,23,30,41,37,21,17,19,14,20,21,24,28,17,12,12,10,15,13,12,21,14,13,11,11,18,99,100,18,29,27,60,76,73
A Most Wanted Man,65,88,36,30,26,31,47,68,58,33,27,23,76,26,33,44,43,20,18,16,20,26,30,34,30,14,13,16,16,28,22,33,30,29,37,59,100,75
The Pirates Who Don't Do Anything: A VeggieTales Movie,0,0,0,0,0,0,0,0,0,100,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2 3D,75,70,53,33,37,49,49,60,51,33,25,27,64,27,37,51,38,33,26,22,30,56,37,52,52,45,42,37,35,51,41,32,50,49,64,79,100,78
Idlewild,46,28,70,50,40,34,37,41,56,21,28,23,54,19,20,37,23,14,19,11,13,19,17,46,14,16,15,18,18,15,14,18,67,65,76,96,100,69
One Day,53,59,76,67,84,69,70,82,70,68,60,57,56,61,63,76,76,61,57,53,51,56,60,65,59,52,51,50,51,51,56,54,63,66,71,93,100,85
Whip It,28,30,54,39,39,31,43,64,61,46,29,23,32,26,30,34,28,27,18,15,17,20,27,20,23,14,13,13,9,9,17,9,44,44,48,77,100,92
The Muse,79,80,74,84,100,94,75,80,76,91,89,62,86,73,94,70,71,77,82,82,77,94,99,82,70,97,75,83,73,74,85,71,86,79,86,98,80,76
De-Lovely,41,41,24,29,24,24,13,100,0,24,23,12,42,12,25,57,58,17,22,39,0,37,19,25,18,67,11,22,11,36,46,55,24,18,61,40,41,41
The Man with the Iron Fists,22,31,51,35,27,25,28,36,37,30,25,21,42,23,20,28,25,16,16,15,16,18,25,34,23,15,10,14,14,19,19,23,27,33,41,91,100,74
Raise Your Voice,15,30,47,47,22,21,42,58,61,11,24,20,40,16,22,32,35,13,19,18,9,12,24,11,14,10,15,11,7,14,24,10,36,30,36,55,100,76
Black Snake Moan,29,25,35,25,23,17,21,15,20,17,15,6,39,7,12,14,13,8,8,8,6,8,8,32,7,6,4,4,5,6,4,8,38,38,44,100,77,46
A Mighty Heart,51,38,59,26,27,30,39,47,25,40,18,27,45,16,18,23,25,19,15,7,7,17,4,45,11,14,10,10,18,12,8,4,38,28,48,97,100,83
Hoot,37,41,43,37,31,37,40,47,74,43,30,30,63,35,22,44,30,27,19,18,24,25,28,53,32,14,14,14,11,18,24,26,58,23,46,65,100,92
In Bruges,58,92,43,47,49,44,82,73,79,32,49,42,34,25,67,83,55,35,46,37,25,60,57,53,44,46,49,29,36,39,67,63,36,44,25,56,100,100
Peeples,13,20,48,30,30,33,37,76,73,35,34,23,14,28,26,37,33,26,20,16,16,20,22,19,23,9,15,10,11,16,20,20,30,25,30,83,94,100
The Rocker,26,24,100,91,54,36,32,33,31,48,43,35,29,11,18,16,14,28,25,15,13,10,14,27,14,16,20,13,13,9,11,18,26,33,42,85,77,79
Post Grad,27,20,36,42,31,38,39,58,45,27,26,27,33,23,26,28,19,19,8,20,14,18,19,26,25,12,4,12,5,10,17,14,35,52,53,89,100,65
Promised Land,47,47,35,31,29,25,27,29,23,18,15,13,42,12,20,19,16,10,11,11,19,74,65,37,38,27,18,17,13,18,19,16,52,44,44,81,100,68
Whatever Works,61,59,77,55,57,80,81,100,87,36,45,42,71,51,58,79,87,40,50,36,38,45,53,46,73,35,37,32,29,27,69,59,44,75,92,79,93,97
Three Burials,18,12,33,8,17,0,18,37,24,16,16,28,18,16,17,36,23,12,32,17,8,22,30,13,30,12,4,20,29,43,30,24,21,8,4,50,87,100
Kiss Kiss Bang Bang,81,100,30,65,31,24,63,81,51,31,38,31,79,25,36,83,36,29,27,34,19,22,24,53,40,27,36,32,24,25,25,42,60,39,14,43,79,68
Blood and Chocolate,30,31,27,20,16,20,26,25,30,18,20,13,38,17,28,31,22,16,14,15,20,17,19,32,15,12,4,4,10,24,26,10,41,41,48,84,100,46
You Will Meet a Tall Dark Stranger,36,61,49,38,27,62,57,74,72,32,32,38,42,24,49,55,48,25,30,27,30,37,41,21,54,33,18,22,17,26,42,42,25,35,29,77,100,76
Never Let Me Go,67,83,59,51,57,47,61,77,80,49,49,40,91,35,56,58,53,46,39,47,39,52,52,60,45,39,42,29,36,36,41,54,48,73,100,89,89,90
Transsiberian,53,100,47,42,49,21,50,49,58,38,38,31,69,25,48,34,51,26,48,36,27,24,43,54,24,18,33,25,26,19,39,29,39,30,54,51,84,82
Funny Games,69,98,62,56,51,56,64,96,84,51,56,54,80,57,69,88,85,51,45,54,62,65,90,54,76,50,52,58,62,65,87,78,57,58,60,74,100,85
Listening,75,67,93,96,97,100,85,71,75,89,85,91,72,87,87,69,75,90,93,88,95,79,71,84,70,88,96,93,86,78,75,75,78,94,92,96,82,91
District B13,27,15,72,41,54,33,45,43,35,30,24,18,46,18,31,21,28,29,47,30,12,37,29,13,43,41,42,26,13,0,32,8,42,53,60,82,100,55
